from	to	combined_score
39947.Q6I5Q5	39947.Q8LH68	613
39947.Q7XHX9	39947.Q8LH68	697
39947.Q7XHX9	39947.Q8LH68	697
39947.Q7XIT8	39947.Q8LH68	630
39947.Q7XIT8	39947.Q8LH68	630
39947.Q84RU7	39947.Q8LH68	830
39947.Q84RU7	39947.Q8LH68	830
39947.Q8H5K8	39947.Q8LH68	880
39947.Q8H5K8	39947.Q8LH68	880
39947.A0A0P0WIA1	39947.Q8LI69	455
39947.A0A0P0WIA1	39947.Q8LI69	455
39947.Q6AUI3	39947.Q8LI69	682
39947.Q6AUI3	39947.Q8LI69	682
39947.Q9LRE5	39947.Q8LI69	450
39947.Q9LRE5	39947.Q8LI69	450
39947.A0A0N7KH38	39947.Q8LI69	773
39947.A0A0N7KH38	39947.Q8LI69	773
39947.Q10LJ0	39947.Q8LI69	487
39947.Q10LJ0	39947.Q8LI69	487
39947.Q5WMV0	39947.Q8LI69	661
39947.Q5WMV0	39947.Q8LI69	661
39947.Q6ATY6	39947.Q8LI69	985
39947.Q6ATY6	39947.Q8LI69	985
39947.Q6ZA50	39947.Q8LI69	993
39947.Q6ZA50	39947.Q8LI69	993
39947.A0A0P0WNF9	39947.Q8LI69	503
39947.A0A0P0WNF9	39947.Q8LI69	503
39947.B7E324	39947.A0A0P0VSE5	968
39947.B7E324	39947.A0A0P0VSE5	968
39947.Q10LH0	39947.A0A0P0VSE5	415
39947.Q10LH0	39947.A0A0P0VSE5	415
39947.Q7XRA8	39947.A0A0P0VSE5	567
39947.Q7XRA8	39947.A0A0P0VSE5	567
39947.Q84MH1	39947.A0A0P0VSE5	772
39947.Q84MH1	39947.A0A0P0VSE5	772
39947.B9FNL5	39947.A0A0P0W059	436
39947.B9FNL5	39947.A0A0P0W059	436
39947.B7E324	39947.A0A0P0W059	434
39947.B7E324	39947.A0A0P0W059	434
39947.A0A0P0VSE5	39947.A0A0P0W059	449
39947.A0A0P0VSE5	39947.A0A0P0W059	449
39947.B7E324	39947.A3BLC3	795
39947.B7E324	39947.A3BLC3	795
39947.Q10LH0	39947.A3BLC3	418
39947.Q10LH0	39947.A3BLC3	418
39947.Q7XRA8	39947.A3BLC3	500
39947.Q7XRA8	39947.A3BLC3	500
39947.Q84MH1	39947.A3BLC3	724
39947.Q84MH1	39947.A3BLC3	724
39947.A0A0P0VZE9	39947.A3BLC3	835
39947.A0A0P0VZE9	39947.A3BLC3	835
39947.A0A0P0VSE5	39947.A3BLC3	977
39947.A0A0P0VSE5	39947.A3BLC3	977
39947.Q7XRV0	39947.Q0D529	429
39947.Q7XRV0	39947.Q0D529	429
39947.Q0DS53	39947.Q0D529	443
39947.Q0DS53	39947.Q0D529	443
39947.A0A0P0VSE5	39947.Q0D529	540
39947.A0A0P0VSE5	39947.Q0D529	540
39947.Q10N79	39947.Q0D7X1	417
39947.Q10N79	39947.Q0D7X1	417
39947.Q6AUR2	39947.Q0D7X1	429
39947.Q6AUR2	39947.Q0D7X1	429
39947.Q5W6H1	39947.Q0D7X1	486
39947.Q5W6H1	39947.Q0D7X1	486
39947.A0A0P0VSE5	39947.Q0D7X1	613
39947.A0A0P0VSE5	39947.Q0D7X1	613
39947.A0A0P0W059	39947.Q0D7X1	934
39947.A0A0P0W059	39947.Q0D7X1	934
39947.A3BLC3	39947.Q0D7X1	730
39947.A3BLC3	39947.Q0D7X1	730
39947.B7E324	39947.Q0DHK1	434
39947.B7E324	39947.Q0DHK1	434
39947.A0A0P0VSE5	39947.Q0DHK1	640
39947.A0A0P0VSE5	39947.Q0DHK1	640
39947.A0A0P0W059	39947.Q0DHK1	920
39947.A0A0P0W059	39947.Q0DHK1	920
39947.A3BLC3	39947.Q0DHK1	642
39947.A3BLC3	39947.Q0DHK1	642
39947.Q0D529	39947.Q0DHK1	499
39947.Q0D529	39947.Q0DHK1	499
39947.Q0D7X1	39947.Q0DHK1	928
39947.Q0D7X1	39947.Q0DHK1	928
39947.B7E324	39947.Q0DHP9	530
39947.B7E324	39947.Q0DHP9	530
39947.A0A0P0VSE5	39947.Q0DHP9	786
39947.A0A0P0VSE5	39947.Q0DHP9	786
39947.A0A0P0W059	39947.Q0DHP9	957
39947.A0A0P0W059	39947.Q0DHP9	957
39947.A3BLC3	39947.Q0DHP9	473
39947.A3BLC3	39947.Q0DHP9	473
39947.Q0D7X1	39947.Q0DHP9	945
39947.Q0D7X1	39947.Q0DHP9	945
39947.Q0DHK1	39947.Q0DHP9	978
39947.Q0DHK1	39947.Q0DHP9	978
39947.Q9LRE5	39947.Q5W6B7	435
39947.Q9LRE5	39947.Q5W6B7	435
39947.B7E324	39947.Q5W6B7	434
39947.B7E324	39947.Q5W6B7	434
39947.Q10LJ0	39947.Q5W6B7	400
39947.Q10LJ0	39947.Q5W6B7	400
39947.A0A0P0VSE5	39947.Q5W6B7	449
39947.A0A0P0VSE5	39947.Q5W6B7	449
39947.A0A0P0W059	39947.Q5W6B7	954
39947.A0A0P0W059	39947.Q5W6B7	954
39947.Q0DHK1	39947.Q5W6B7	520
39947.Q0DHK1	39947.Q5W6B7	520
39947.Q0DHP9	39947.Q5W6B7	624
39947.Q0DHP9	39947.Q5W6B7	624
39947.B7E324	39947.Q60E59	501
39947.B7E324	39947.Q60E59	501
39947.Q0D6V7	39947.Q60E59	549
39947.Q0D6V7	39947.Q60E59	549
39947.Q0DS53	39947.Q60E59	524
39947.Q0DS53	39947.Q60E59	524
39947.Q8H5K8	39947.Q60E59	487
39947.Q8H5K8	39947.Q60E59	487
39947.A0A0P0VSE5	39947.Q60E59	896
39947.A0A0P0VSE5	39947.Q60E59	896
39947.A3BLC3	39947.Q60E59	960
39947.A3BLC3	39947.Q60E59	960
39947.Q0D529	39947.Q60E59	643
39947.Q0D529	39947.Q60E59	643
39947.Q0D7X1	39947.Q60E59	811
39947.Q0D7X1	39947.Q60E59	811
39947.Q0DHK1	39947.Q60E59	771
39947.Q0DHK1	39947.Q60E59	771
39947.Q0DHP9	39947.Q60E59	879
39947.Q0DHP9	39947.Q60E59	879
39947.Q7XIY9	39947.Q6ATY3	916
39947.Q7XIY9	39947.Q6ATY3	916
39947.Q10LH0	39947.Q6ATY3	467
39947.Q10LH0	39947.Q6ATY3	467
39947.A0A0P0VSE5	39947.Q6ATY3	859
39947.A0A0P0VSE5	39947.Q6ATY3	859
39947.A3BLC3	39947.Q6ATY3	718
39947.A3BLC3	39947.Q6ATY3	718
39947.Q0D529	39947.Q6ATY3	632
39947.Q0D529	39947.Q6ATY3	632
39947.Q0D7X1	39947.Q6ATY3	820
39947.Q0D7X1	39947.Q6ATY3	820
39947.Q0DHK1	39947.Q6ATY3	654
39947.Q0DHK1	39947.Q6ATY3	654
39947.Q0DHP9	39947.Q6ATY3	835
39947.Q0DHP9	39947.Q6ATY3	835
39947.Q60E59	39947.Q6ATY3	923
39947.Q60E59	39947.Q6ATY3	923
39947.B7E324	39947.Q6ZL47	530
39947.B7E324	39947.Q6ZL47	530
39947.A0A0P0VSE5	39947.Q6ZL47	736
39947.A0A0P0VSE5	39947.Q6ZL47	736
39947.A0A0P0W059	39947.Q6ZL47	975
39947.A0A0P0W059	39947.Q6ZL47	975
39947.A3BLC3	39947.Q6ZL47	510
39947.A3BLC3	39947.Q6ZL47	510
39947.Q0D7X1	39947.Q6ZL47	981
39947.Q0D7X1	39947.Q6ZL47	981
39947.Q0DHK1	39947.Q6ZL47	599
39947.Q0DHK1	39947.Q6ZL47	599
39947.Q0DHP9	39947.Q6ZL47	987
39947.Q0DHP9	39947.Q6ZL47	987
39947.Q5W6B7	39947.Q6ZL47	612
39947.Q5W6B7	39947.Q6ZL47	612
39947.Q60E59	39947.Q6ZL47	824
39947.Q60E59	39947.Q6ZL47	824
39947.Q6ZA50	39947.Q7EYV4	410
39947.Q6ZA50	39947.Q7EYV4	410
39947.Q5W6H1	39947.Q7EYV4	661
39947.Q5W6H1	39947.Q7EYV4	661
39947.A0A0P0VSE5	39947.Q7EYV4	753
39947.A0A0P0VSE5	39947.Q7EYV4	753
39947.A0A0P0W059	39947.Q7EYV4	970
39947.A0A0P0W059	39947.Q7EYV4	970
39947.A3BLC3	39947.Q7EYV4	786
39947.A3BLC3	39947.Q7EYV4	786
39947.Q0D529	39947.Q7EYV4	699
39947.Q0D529	39947.Q7EYV4	699
39947.Q0D7X1	39947.Q7EYV4	999
39947.Q0D7X1	39947.Q7EYV4	999
39947.Q0DHK1	39947.Q7EYV4	953
39947.Q0DHK1	39947.Q7EYV4	953
39947.Q0DHP9	39947.Q7EYV4	898
39947.Q0DHP9	39947.Q7EYV4	898
39947.Q5W6B7	39947.Q7EYV4	465
39947.Q5W6B7	39947.Q7EYV4	465
39947.Q60E59	39947.Q7EYV4	899
39947.Q60E59	39947.Q7EYV4	899
39947.Q6ATY3	39947.Q7EYV4	890
39947.Q6ATY3	39947.Q7EYV4	890
39947.Q6ZL47	39947.Q7EYV4	975
39947.Q6ZL47	39947.Q7EYV4	975
39947.B7E324	39947.Q7XMA7	434
39947.B7E324	39947.Q7XMA7	434
39947.A0A0P0VSE5	39947.Q7XMA7	656
39947.A0A0P0VSE5	39947.Q7XMA7	656
39947.A0A0P0W059	39947.Q7XMA7	900
39947.A0A0P0W059	39947.Q7XMA7	900
39947.A3BLC3	39947.Q7XMA7	605
39947.A3BLC3	39947.Q7XMA7	605
39947.Q0D529	39947.Q7XMA7	503
39947.Q0D529	39947.Q7XMA7	503
39947.Q0D7X1	39947.Q7XMA7	924
39947.Q0D7X1	39947.Q7XMA7	924
39947.Q0DHK1	39947.Q7XMA7	922
39947.Q0DHK1	39947.Q7XMA7	922
39947.Q0DHP9	39947.Q7XMA7	719
39947.Q0DHP9	39947.Q7XMA7	719
39947.Q5W6B7	39947.Q7XMA7	531
39947.Q5W6B7	39947.Q7XMA7	531
39947.Q60E59	39947.Q7XMA7	791
39947.Q60E59	39947.Q7XMA7	791
39947.Q6ATY3	39947.Q7XMA7	624
39947.Q6ATY3	39947.Q7XMA7	624
39947.Q6ZL47	39947.Q7XMA7	942
39947.Q6ZL47	39947.Q7XMA7	942
39947.Q7EYV4	39947.Q7XMA7	760
39947.Q7EYV4	39947.Q7XMA7	760
39947.B7E324	39947.Q9ZST0	942
39947.B7E324	39947.Q9ZST0	942
39947.A0A0P0VSE5	39947.Q9ZST0	972
39947.A0A0P0VSE5	39947.Q9ZST0	972
39947.A3BLC3	39947.Q9ZST0	955
39947.A3BLC3	39947.Q9ZST0	955
39947.Q0D7X1	39947.Q9ZST0	795
39947.Q0D7X1	39947.Q9ZST0	795
39947.Q0DHK1	39947.Q9ZST0	561
39947.Q0DHK1	39947.Q9ZST0	561
39947.Q0DHP9	39947.Q9ZST0	860
39947.Q0DHP9	39947.Q9ZST0	860
39947.Q60E59	39947.Q9ZST0	771
39947.Q60E59	39947.Q9ZST0	771
39947.Q6ZL47	39947.Q9ZST0	825
39947.Q6ZL47	39947.Q9ZST0	825
39947.Q7EYV4	39947.Q9ZST0	786
39947.Q7EYV4	39947.Q9ZST0	786
39947.Q7XMA7	39947.Q9ZST0	618
39947.Q7XMA7	39947.Q9ZST0	618
39947.Q07661	39947.Q10M74	980
39947.Q07661	39947.Q10M74	980
39947.Q10LH0	39947.Q10M74	584
39947.Q10LH0	39947.Q10M74	584
39947.Q6ZA50	39947.Q0DL11	485
39947.Q6ZA50	39947.Q0DL11	485
39947.Q7XHX9	39947.Q0DL11	610
39947.Q7XHX9	39947.Q0DL11	610
39947.Q0D6B1	39947.Q7XHN9	515
39947.Q0D6B1	39947.Q7XHN9	515
39947.A0A0P0VST4	39947.Q7XHN9	458
39947.A0A0P0VST4	39947.Q7XHN9	458
39947.A0A0P0VZE9	39947.Q7XHN9	835
39947.A0A0P0VZE9	39947.Q7XHN9	835
39947.Q7XHN9	39947.A0A0P0VYY6	535
39947.Q7XHN9	39947.A0A0P0VYY6	535
39947.A0A0P0VYY6	39947.A0A0P0W9S2	981
39947.A0A0P0VYY6	39947.A0A0P0W9S2	981
39947.A0A0P0VSY6	39947.A0A0P0WNP9	762
39947.A0A0P0VSY6	39947.A0A0P0WNP9	762
39947.Q10LJ0	39947.B7FA85	685
39947.Q10LJ0	39947.B7FA85	685
39947.Q60E54	39947.B7FA85	573
39947.Q60E54	39947.B7FA85	573
39947.A0A0P0X3D3	39947.B7FA85	717
39947.A0A0P0X3D3	39947.B7FA85	717
39947.A0A0P0X4Q8	39947.B7FA85	401
39947.A0A0P0X4Q8	39947.B7FA85	401
39947.B7F9E7	39947.B7FA85	516
39947.B7F9E7	39947.B7FA85	516
39947.Q0D6V7	39947.B7FA85	915
39947.Q0D6V7	39947.B7FA85	915
39947.Q0DJF0	39947.B7FA85	720
39947.Q0DJF0	39947.B7FA85	720
39947.Q0DLB9	39947.B7FA85	483
39947.Q0DLB9	39947.B7FA85	483
39947.Q0DS53	39947.B7FA85	879
39947.Q0DS53	39947.B7FA85	879
39947.Q0JCJ0	39947.B7FA85	533
39947.Q0JCJ0	39947.B7FA85	533
39947.Q10LF7	39947.B7FA85	523
39947.Q10LF7	39947.B7FA85	523
39947.Q5W6H1	39947.B7FA85	842
39947.Q5W6H1	39947.B7FA85	842
39947.Q6I5Q5	39947.B7FA85	585
39947.Q6I5Q5	39947.B7FA85	585
39947.Q7XHX9	39947.B7FA85	509
39947.Q7XHX9	39947.B7FA85	509
39947.Q7XIT8	39947.B7FA85	484
39947.Q7XIT8	39947.B7FA85	484
39947.Q84RU7	39947.B7FA85	962
39947.Q84RU7	39947.B7FA85	962
39947.Q8H5K8	39947.B7FA85	673
39947.Q8H5K8	39947.B7FA85	673
39947.Q8H7Y8	39947.B7FA85	497
39947.Q8H7Y8	39947.B7FA85	497
39947.Q8LH68	39947.B7FA85	950
39947.Q8LH68	39947.B7FA85	950
39947.Q0D7X1	39947.B7FA85	703
39947.Q0D7X1	39947.B7FA85	703
39947.Q6ZL47	39947.B7FA85	406
39947.Q6ZL47	39947.B7FA85	406
39947.Q7EYV4	39947.B7FA85	683
39947.Q7EYV4	39947.B7FA85	683
39947.A0A0P0VYY6	39947.B7FA85	935
39947.A0A0P0VYY6	39947.B7FA85	935
39947.A0A0P0W9S2	39947.B7FA85	935
39947.A0A0P0W9S2	39947.B7FA85	935
39947.A0A0P0W7F2	39947.B9FHF3	437
39947.A0A0P0W7F2	39947.B9FHF3	437
39947.A0A0P0VYY6	39947.Q0DL24	974
39947.A0A0P0VYY6	39947.Q0DL24	974
39947.A0A0P0W9S2	39947.Q0DL24	974
39947.A0A0P0W9S2	39947.Q0DL24	974
39947.B7FA85	39947.Q0DL24	935
39947.B7FA85	39947.Q0DL24	935
39947.Q06397	39947.Q10MW6	844
39947.Q06397	39947.Q10MW6	844
39947.Q0DT74	39947.Q10MW6	577
39947.Q0DT74	39947.Q10MW6	577
39947.A0A0P0W7F2	39947.Q10MW6	415
39947.A0A0P0W7F2	39947.Q10MW6	415
39947.B9FHF3	39947.Q10MW6	631
39947.B9FHF3	39947.Q10MW6	631
39947.B9FFC2	39947.Q5W645	480
39947.B9FFC2	39947.Q5W645	480
39947.Q10LJ0	39947.Q5W645	516
39947.Q10LJ0	39947.Q5W645	516
39947.Q5WMV0	39947.Q5W645	402
39947.Q5WMV0	39947.Q5W645	402
39947.Q7XWP1	39947.Q5W645	557
39947.Q7XWP1	39947.Q5W645	557
39947.Q60E59	39947.Q5W645	850
39947.Q60E59	39947.Q5W645	850
39947.A0A0P0VYY6	39947.Q5WMY5	985
39947.A0A0P0VYY6	39947.Q5WMY5	985
39947.A0A0P0W9S2	39947.Q5WMY5	996
39947.A0A0P0W9S2	39947.Q5WMY5	996
39947.B7FA85	39947.Q5WMY5	935
39947.B7FA85	39947.Q5WMY5	935
39947.Q0DL24	39947.Q5WMY5	974
39947.Q0DL24	39947.Q5WMY5	974
39947.Q6AUI3	39947.Q7XIE0	490
39947.Q6AUI3	39947.Q7XIE0	490
39947.Q6ZA50	39947.Q7XIE0	590
39947.Q6ZA50	39947.Q7XIE0	590
39947.A0A0P0VYY6	39947.Q7XIE0	940
39947.A0A0P0VYY6	39947.Q7XIE0	940
39947.A0A0P0W9S2	39947.Q7XIE0	940
39947.A0A0P0W9S2	39947.Q7XIE0	940
39947.B7FA85	39947.Q7XIE0	915
39947.B7FA85	39947.Q7XIE0	915
39947.Q0DL24	39947.Q7XIE0	944
39947.Q0DL24	39947.Q7XIE0	944
39947.Q5WMY5	39947.Q7XIE0	940
39947.Q5WMY5	39947.Q7XIE0	940
39947.Q06397	39947.Q7XIT1	895
39947.Q06397	39947.Q7XIT1	895
39947.A0A0P0VSY6	39947.Q7XIT1	473
39947.A0A0P0VSY6	39947.Q7XIT1	473
39947.B9FHF3	39947.Q7XIT1	445
39947.B9FHF3	39947.Q7XIT1	445
39947.Q10MW6	39947.Q7XIT1	805
39947.Q10MW6	39947.Q7XIT1	805
39947.A0A0N7KKZ6	39947.A0A0P0VXG3	899
39947.A0A0N7KKZ6	39947.A0A0P0VXG3	899
39947.A0A0N7KKZ6	39947.Q0DTM7	921
39947.A0A0N7KKZ6	39947.Q0DTM7	921
39947.A0A0P0VXG3	39947.Q0DTM7	921
39947.A0A0P0VXG3	39947.Q0DTM7	921
39947.C7J4K5	39947.Q10PQ9	445
39947.C7J4K5	39947.Q10PQ9	445
39947.A0A0N7KKZ6	39947.Q10PQ9	949
39947.A0A0N7KKZ6	39947.Q10PQ9	949
39947.A0A0P0VXG3	39947.Q10PQ9	930
39947.A0A0P0VXG3	39947.Q10PQ9	930
39947.Q0DTM7	39947.Q10PQ9	970
39947.Q0DTM7	39947.Q10PQ9	970
39947.B9FNL5	39947.Q69S43	445
39947.B9FNL5	39947.Q69S43	445
39947.Q9ZST0	39947.Q69S43	445
39947.Q9ZST0	39947.Q69S43	445
39947.A0A0N7KKZ6	39947.Q69S43	992
39947.A0A0N7KKZ6	39947.Q69S43	992
39947.A0A0P0VXG3	39947.Q69S43	930
39947.A0A0P0VXG3	39947.Q69S43	930
39947.Q0DTM7	39947.Q69S43	949
39947.Q0DTM7	39947.Q69S43	949
39947.Q10PQ9	39947.Q69S43	540
39947.Q10PQ9	39947.Q69S43	540
39947.Q8H7Y8	39947.Q6PS57	444
39947.Q8H7Y8	39947.Q6PS57	444
39947.A0A0N7KKZ6	39947.Q6PS57	996
39947.A0A0N7KKZ6	39947.Q6PS57	996
39947.A0A0P0VXG3	39947.Q6PS57	929
39947.A0A0P0VXG3	39947.Q6PS57	929
39947.Q0DTM7	39947.Q6PS57	946
39947.Q0DTM7	39947.Q6PS57	946
39947.Q10PQ9	39947.Q6PS57	977
39947.Q10PQ9	39947.Q6PS57	977
39947.Q69S43	39947.Q6PS57	997
39947.Q69S43	39947.Q6PS57	997
39947.A0A0P0WIG6	39947.Q69WE5	486
39947.A0A0P0WIG6	39947.Q69WE5	486
39947.Q07661	39947.Q69WE5	974
39947.Q07661	39947.Q69WE5	974
39947.Q10M74	39947.Q69WE5	974
39947.Q10M74	39947.Q69WE5	974
39947.Q6AUR2	39947.P46520	445
39947.Q6AUR2	39947.P46520	445
39947.C7J2Z1	39947.P46520	585
39947.C7J2Z1	39947.P46520	585
39947.Q60E59	39947.P46520	410
39947.Q60E59	39947.P46520	410
39947.Q7XVJ6	39947.Q60EC0	419
39947.Q7XVJ6	39947.Q60EC0	419
39947.Q7XIT1	39947.Q60EC0	439
39947.Q7XIT1	39947.Q60EC0	439
39947.Q10MW6	39947.Q6AU90	525
39947.Q10MW6	39947.Q6AU90	525
39947.Q7XIT1	39947.Q6AU90	405
39947.Q7XIT1	39947.Q6AU90	405
39947.Q06397	39947.Q75G53	836
39947.Q06397	39947.Q75G53	836
39947.A0A0P0VXU3	39947.A0A0P0X4N7	426
39947.A0A0P0VXU3	39947.A0A0P0X4N7	426
39947.Q6AUI3	39947.Q0JD68	678
39947.Q6AUI3	39947.Q0JD68	678
39947.Q6ATY6	39947.Q0JD68	456
39947.Q6ATY6	39947.Q0JD68	456
39947.Q6ZA50	39947.Q0JD68	683
39947.Q6ZA50	39947.Q0JD68	683
39947.Q8LI69	39947.Q0JD68	585
39947.Q8LI69	39947.Q0JD68	585
39947.Q0JD68	39947.Q60EH4	864
39947.Q0JD68	39947.Q60EH4	864
39947.Q0DKP3	39947.Q7XVM8	963
39947.Q0DKP3	39947.Q7XVM8	963
39947.Q0JD68	39947.Q84QA7	864
39947.Q0JD68	39947.Q84QA7	864
39947.Q60EH4	39947.Q84QA7	978
39947.Q60EH4	39947.Q84QA7	978
39947.Q0DLB9	39947.Q0D8N0	500
39947.Q0DLB9	39947.Q0D8N0	500
39947.Q5W6H1	39947.Q0D8N0	460
39947.Q5W6H1	39947.Q0D8N0	460
39947.A0A0N7KKZ6	39947.Q0D8N0	777
39947.A0A0N7KKZ6	39947.Q0D8N0	777
39947.Q6PS57	39947.Q0D8N0	833
39947.Q6PS57	39947.Q0D8N0	833
39947.A0A0N7KN09	39947.Q6I5Y0	772
39947.A0A0N7KN09	39947.Q6I5Y0	772
39947.A0A0N7KKZ6	39947.Q6I5Y0	864
39947.A0A0N7KKZ6	39947.Q6I5Y0	864
39947.A0A0P0VXG3	39947.Q6I5Y0	895
39947.A0A0P0VXG3	39947.Q6I5Y0	895
39947.Q0DTM7	39947.Q6I5Y0	932
39947.Q0DTM7	39947.Q6I5Y0	932
39947.Q10PQ9	39947.Q6I5Y0	540
39947.Q10PQ9	39947.Q6I5Y0	540
39947.Q69S43	39947.Q6I5Y0	967
39947.Q69S43	39947.Q6I5Y0	967
39947.Q6PS57	39947.Q6I5Y0	909
39947.Q6PS57	39947.Q6I5Y0	909
39947.C7J4K5	39947.Q852F6	429
39947.C7J4K5	39947.Q852F6	429
39947.Q7XRV0	39947.Q852F6	413
39947.Q7XRV0	39947.Q852F6	413
39947.A0A0P0VTU7	39947.Q852F6	436
39947.A0A0P0VTU7	39947.Q852F6	436
39947.Q6ZDY8	39947.Q0D840	857
39947.Q6ZDY8	39947.Q0D840	857
39947.Q10LH0	39947.Q5W6H5	999
39947.Q10LH0	39947.Q5W6H5	999
39947.Q84MH1	39947.Q5W6H5	435
39947.Q84MH1	39947.Q5W6H5	435
39947.A0A0P0VSE5	39947.Q5W6H5	775
39947.A0A0P0VSE5	39947.Q5W6H5	775
39947.A3BLC3	39947.Q5W6H5	736
39947.A3BLC3	39947.Q5W6H5	736
39947.Q6ATY3	39947.Q5W6H5	469
39947.Q6ATY3	39947.Q5W6H5	469
39947.Q9ZST0	39947.Q5W6H5	532
39947.Q9ZST0	39947.Q5W6H5	532
39947.P46520	39947.Q69LD9	404
39947.P46520	39947.Q69LD9	404
39947.A0A0P0WH66	39947.Q69UA9	904
39947.A0A0P0WH66	39947.Q69UA9	904
39947.Q0DV32	39947.Q69UA9	922
39947.Q0DV32	39947.Q69UA9	922
39947.Q10S72	39947.Q69UA9	907
39947.Q10S72	39947.Q69UA9	907
39947.A0A0P0WH66	39947.Q6Z4M0	904
39947.A0A0P0WH66	39947.Q6Z4M0	904
39947.Q0DV32	39947.Q6Z4M0	922
39947.Q0DV32	39947.Q6Z4M0	922
39947.Q10S72	39947.Q6Z4M0	907
39947.Q10S72	39947.Q6Z4M0	907
39947.A0A0P0WH66	39947.Q8H4L3	900
39947.A0A0P0WH66	39947.Q8H4L3	900
39947.Q0DV32	39947.Q8H4L3	934
39947.Q0DV32	39947.Q8H4L3	934
39947.Q69UA9	39947.Q8H4L3	900
39947.Q69UA9	39947.Q8H4L3	900
39947.Q6Z4M0	39947.Q8H4L3	900
39947.Q6Z4M0	39947.Q8H4L3	900
39947.Q0D7W9	39947.B9FMJ3	410
39947.Q0D7W9	39947.B9FMJ3	410
39947.Q10LJ0	39947.B9FMJ3	455
39947.Q10LJ0	39947.B9FMJ3	455
39947.Q5WMV0	39947.B9FMJ3	480
39947.Q5WMV0	39947.B9FMJ3	480
39947.Q60E54	39947.B9FMJ3	584
39947.Q60E54	39947.B9FMJ3	584
39947.Q6ZA50	39947.B9FMJ3	673
39947.Q6ZA50	39947.B9FMJ3	673
39947.Q7XWP1	39947.B9FMJ3	403
39947.Q7XWP1	39947.B9FMJ3	403
39947.A0A0P0VXG3	39947.A0A0P0WKQ1	919
39947.A0A0P0VXG3	39947.A0A0P0WKQ1	919
39947.Q10PQ9	39947.A0A0P0WKQ1	949
39947.Q10PQ9	39947.A0A0P0WKQ1	949
39947.Q69S43	39947.A0A0P0WKQ1	949
39947.Q69S43	39947.A0A0P0WKQ1	949
39947.Q6PS57	39947.A0A0P0WKQ1	949
39947.Q6PS57	39947.A0A0P0WKQ1	949
39947.Q75G53	39947.A0A0P0WKQ1	404
39947.Q75G53	39947.A0A0P0WKQ1	404
39947.Q6I5Y0	39947.A0A0P0WKQ1	905
39947.Q6I5Y0	39947.A0A0P0WKQ1	905
39947.Q5W6H1	39947.B9F9T3	476
39947.Q5W6H1	39947.B9F9T3	476
39947.Q84RU7	39947.B9F9T3	435
39947.Q84RU7	39947.B9F9T3	435
39947.Q7XIT1	39947.C7J054	581
39947.Q7XIT1	39947.C7J054	581
39947.Q852F6	39947.C7J054	478
39947.Q852F6	39947.C7J054	478
39947.A0A0P0X3D3	39947.Q0D674	701
39947.A0A0P0X3D3	39947.Q0D674	701
39947.A0A0P0X4Q8	39947.Q0D674	880
39947.A0A0P0X4Q8	39947.Q0D674	880
39947.B7F9E7	39947.Q0D674	857
39947.B7F9E7	39947.Q0D674	857
39947.Q0D6V7	39947.Q0D674	999
39947.Q0D6V7	39947.Q0D674	999
39947.Q0DJF0	39947.Q0D674	619
39947.Q0DJF0	39947.Q0D674	619
39947.Q0DLB9	39947.Q0D674	702
39947.Q0DLB9	39947.Q0D674	702
39947.Q0DS53	39947.Q0D674	754
39947.Q0DS53	39947.Q0D674	754
39947.Q0JCJ0	39947.Q0D674	873
39947.Q0JCJ0	39947.Q0D674	873
39947.Q10LF7	39947.Q0D674	977
39947.Q10LF7	39947.Q0D674	977
39947.Q5W6H1	39947.Q0D674	978
39947.Q5W6H1	39947.Q0D674	978
39947.Q6I5Q5	39947.Q0D674	809
39947.Q6I5Q5	39947.Q0D674	809
39947.Q7XIT8	39947.Q0D674	928
39947.Q7XIT8	39947.Q0D674	928
39947.Q84RU7	39947.Q0D674	992
39947.Q84RU7	39947.Q0D674	992
39947.Q8H5K8	39947.Q0D674	417
39947.Q8H5K8	39947.Q0D674	417
39947.Q8LH68	39947.Q0D674	538
39947.Q8LH68	39947.Q0D674	538
39947.B7FA85	39947.Q0D674	852
39947.B7FA85	39947.Q0D674	852
39947.Q0DQ78	39947.Q0D674	445
39947.Q0DQ78	39947.Q0D674	445
39947.A0A0P0VST4	39947.Q0D6L9	408
39947.A0A0P0VST4	39947.Q0D6L9	408
39947.A3BLC3	39947.Q0D6L9	416
39947.A3BLC3	39947.Q0D6L9	416
39947.Q10LH0	39947.Q0JD02	461
39947.Q10LH0	39947.Q0JD02	461
39947.B7F9E7	39947.Q0JD02	472
39947.B7F9E7	39947.Q0JD02	472
39947.A0A0P0VSE5	39947.Q0JD02	457
39947.A0A0P0VSE5	39947.Q0JD02	457
39947.A3BLC3	39947.Q0JD02	492
39947.A3BLC3	39947.Q0JD02	492
39947.A0A0P0VSI0	39947.Q0JD02	412
39947.A0A0P0VSI0	39947.Q0JD02	412
39947.A0A0P0WKQ1	39947.Q0JD02	404
39947.A0A0P0WKQ1	39947.Q0JD02	404
39947.B9F9T3	39947.Q0JD41	581
39947.B9F9T3	39947.Q0JD41	581
39947.A0A0P0VSE5	39947.Q6I5X7	440
39947.A0A0P0VSE5	39947.Q6I5X7	440
39947.A0A0P0W7F2	39947.Q6I5X7	411
39947.A0A0P0W7F2	39947.Q6I5X7	411
39947.Q5WMV0	39947.Q7XI32	436
